danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199,audio_features,2F4FNcz68howQWD4zaGJSi,spotify:track:2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/tracks/2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/audio-analysis/2F4FNcz68howQWD4zaGJSi,162093,4
0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,audio_features,6jX5mso4x00c1EiNMrTU9U,spotify:track:6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/tracks/6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,148040,4
0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,audio_features,0QGwOFQChzflLAmPq5NwKo,spotify:track:0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/tracks/0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/audio-analysis/0QGwOFQChzflLAmPq5NwKo,158253,4
0.487,0.441,1,-11.297,1,0.0722,0.761,0.0,0.15,0.604,82.707,audio_features,06JokgprGDKrtZ1eP6z2CQ,spotify:track:06JokgprGDKrtZ1eP6z2CQ,https://api.spotify.com/v1/tracks/06JokgprGDKrtZ1eP6z2CQ,https://api.spotify.com/v1/audio-analysis/06JokgprGDKrtZ1eP6z2CQ,149800,4
0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,audio_features,6b6IMqP565TbtFFZg9iFf3,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4
0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,audio_features,4IYyGIbMS5ZkxDXGfPIrXr,spotify:track:4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/tracks/4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/audio-analysis/4IYyGIbMS5ZkxDXGfPIrXr,162293,4
0.566,0.49,0,-10.867,1,0.0414,0.791,1.42e-05,0.0919,0.847,134.934,audio_features,69RH84na5iUNwrwxpgjC5j,spotify:track:69RH84na5iUNwrwxpgjC5j,https://api.spotify.com/v1/tracks/69RH84na5iUNwrwxpgjC5j,https://api.spotify.com/v1/audio-analysis/69RH84na5iUNwrwxpgjC5j,153333,4
0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,audio_features,3CepTOU9Y7FezTt0CF3lCw,spotify:track:3CepTOU9Y7FezTt0CF3lCw,https://api.spotify.com/v1/tracks/3CepTOU9Y7FezTt0CF3lCw,https://api.spotify.com/v1/audio-analysis/3CepTOU9Y7FezTt0CF3lCw,184880,4
0.505,0.192,8,-12.267,1,0.0283,0.919,0.0,0.106,0.485,72.554,audio_features,3iQaSx6G50ptbEnzgsaQQy,spotify:track:3iQaSx6G50ptbEnzgsaQQy,https://api.spotify.com/v1/tracks/3iQaSx6G50ptbEnzgsaQQy,https://api.spotify.com/v1/audio-analysis/3iQaSx6G50ptbEnzgsaQQy,178027,4
0.376,0.246,10,-9.803,1,0.0286,0.862,0.0,0.155,0.282,80.167,audio_features,4QelFzhVgLomeQhvKrwM1S,spotify:track:4QelFzhVgLomeQhvKrwM1S,https://api.spotify.com/v1/tracks/4QelFzhVgLomeQhvKrwM1S,https://api.spotify.com/v1/audio-analysis/4QelFzhVgLomeQhvKrwM1S,168093,1
0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,audio_features,1KLpjQFgubHI3GkAICCNH3,spotify:track:1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/tracks/1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/audio-analysis/1KLpjQFgubHI3GkAICCNH3,150706,4
0.419,0.811,1,-7.994,1,0.128,0.619,0.0243,0.405,0.867,152.756,audio_features,6nMzaWZFYKXo2O6OqbfBnO,spotify:track:6nMzaWZFYKXo2O6OqbfBnO,https://api.spotify.com/v1/tracks/6nMzaWZFYKXo2O6OqbfBnO,https://api.spotify.com/v1/audio-analysis/6nMzaWZFYKXo2O6OqbfBnO,121320,4
0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,audio_features,4gphxUgq0JSFv2BCLhNDiE,spotify:track:4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480,4
0.388,0.903,0,-10.851,1,0.0624,0.123,0.0124,0.224,0.865,176.148,audio_features,5jw1zzcYFivmuJK52JrnMK,spotify:track:5jw1zzcYFivmuJK52JrnMK,https://api.spotify.com/v1/tracks/5jw1zzcYFivmuJK52JrnMK,https://api.spotify.com/v1/audio-analysis/5jw1zzcYFivmuJK52JrnMK,153333,4
0.682,0.777,1,-11.284,0,0.226,0.48,2.88e-05,0.0587,0.874,182.016,audio_features,1rsrri33ctr7nDU4Clf1qm,spotify:track:1rsrri33ctr7nDU4Clf1qm,https://api.spotify.com/v1/tracks/1rsrri33ctr7nDU4Clf1qm,https://api.spotify.com/v1/audio-analysis/1rsrri33ctr7nDU4Clf1qm,131080,4
0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,audio_features,6C7aTTCUWRK7dD379yUT3W,spotify:track:6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/tracks/6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/audio-analysis/6C7aTTCUWRK7dD379yUT3W,144600,4
0.624,0.432,7,-11.132,1,0.0344,0.656,0.0,0.0785,0.935,127.69,audio_features,42ojLX3UYsp4XhaX0sx29E,spotify:track:42ojLX3UYsp4XhaX0sx29E,https://api.spotify.com/v1/tracks/42ojLX3UYsp4XhaX0sx29E,https://api.spotify.com/v1/audio-analysis/42ojLX3UYsp4XhaX0sx29E,138360,4
0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,audio_features,63OFKbMaZSDZ4wtesuuq6f,spotify:track:63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/tracks/63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,210373,4
0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
0.59,0.701,1,-4.615,1,0.0329,0.459,0.0,0.101,0.677,135.242,audio_features,27TUprIWc1kpC89el9LQds,spotify:track:27TUprIWc1kpC89el9LQds,https://api.spotify.com/v1/tracks/27TUprIWc1kpC89el9LQds,https://api.spotify.com/v1/audio-analysis/27TUprIWc1kpC89el9LQds,156467,4
0.638,0.44,0,-10.892,1,0.0348,0.722,0.0,0.515,0.904,125.495,audio_features,3GQETOg4ZXyQ1jEFqfMoac,spotify:track:3GQETOg4ZXyQ1jEFqfMoac,https://api.spotify.com/v1/tracks/3GQETOg4ZXyQ1jEFqfMoac,https://api.spotify.com/v1/audio-analysis/3GQETOg4ZXyQ1jEFqfMoac,148160,4
0.455,0.89,10,-5.736,1,0.0839,0.724,0.0,0.832,0.61,137.475,audio_features,4J7VWj4ibCSw3tCiRKpypm,spotify:track:4J7VWj4ibCSw3tCiRKpypm,https://api.spotify.com/v1/tracks/4J7VWj4ibCSw3tCiRKpypm,https://api.spotify.com/v1/audio-analysis/4J7VWj4ibCSw3tCiRKpypm,272560,4
0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,audio_features,4LcrHUkRmXG3c0YD5VYutn,spotify:track:4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/tracks/4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/audio-analysis/4LcrHUkRmXG3c0YD5VYutn,150867,4
0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,audio_features,2QfiRTz5Yc8DdShCxG1tB2,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/tracks/2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/audio-analysis/2QfiRTz5Yc8DdShCxG1tB2,161560,4
0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,audio_features,2iXcvnD3d1gfLBum0cE5Eg,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/tracks/2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/audio-analysis/2iXcvnD3d1gfLBum0cE5Eg,144227,4
0.57,0.863,7,-10.82,1,0.0526,0.581,0.00412,0.313,0.909,163.837,audio_features,5wJXbK6be3OUwZHrqEuuaD,spotify:track:5wJXbK6be3OUwZHrqEuuaD,https://api.spotify.com/v1/tracks/5wJXbK6be3OUwZHrqEuuaD,https://api.spotify.com/v1/audio-analysis/5wJXbK6be3OUwZHrqEuuaD,128640,4
0.609,0.709,1,-7.056,1,0.0321,0.254,1.05e-05,0.106,0.949,122.465,audio_features,3MfO2eMTwf5LLyMqjwGXLl,spotify:track:3MfO2eMTwf5LLyMqjwGXLl,https://api.spotify.com/v1/tracks/3MfO2eMTwf5LLyMqjwGXLl,https://api.spotify.com/v1/audio-analysis/3MfO2eMTwf5LLyMqjwGXLl,147720,4
0.767,0.8,11,-9.214,0,0.18,0.411,1.38e-06,0.286,0.695,93.489,audio_features,2msqQpB7YcypMKIx6W5qG5,spotify:track:2msqQpB7YcypMKIx6W5qG5,https://api.spotify.com/v1/tracks/2msqQpB7YcypMKIx6W5qG5,https://api.spotify.com/v1/audio-analysis/2msqQpB7YcypMKIx6W5qG5,138987,4
0.614,0.613,2,-9.787,1,0.031,0.219,0.0,0.0592,0.842,95.128,audio_features,3F1TJoO9WQq9zrdfdI4g4B,spotify:track:3F1TJoO9WQq9zrdfdI4g4B,https://api.spotify.com/v1/tracks/3F1TJoO9WQq9zrdfdI4g4B,https://api.spotify.com/v1/audio-analysis/3F1TJoO9WQq9zrdfdI4g4B,152373,4
0.441,0.102,0,-17.589,1,0.0299,0.889,6.78e-05,0.191,0.508,100.468,audio_features,7KjmgfWKN2tm8vMf5PF4YV,spotify:track:7KjmgfWKN2tm8vMf5PF4YV,https://api.spotify.com/v1/tracks/7KjmgfWKN2tm8vMf5PF4YV,https://api.spotify.com/v1/audio-analysis/7KjmgfWKN2tm8vMf5PF4YV,132817,3
0.428,0.463,7,-8.899,1,0.0372,0.584,0.0,0.14,0.93,144.947,audio_features,7te1MPtFmQ8iq6ErbTx8Na,spotify:track:7te1MPtFmQ8iq6ErbTx8Na,https://api.spotify.com/v1/tracks/7te1MPtFmQ8iq6ErbTx8Na,https://api.spotify.com/v1/audio-analysis/7te1MPtFmQ8iq6ErbTx8Na,115493,4
