danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.56,0.721,7,-6.669,1,0.0629,0.225,0.0339,0.0453,0.966,119.285,4
0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,4
0.766,0.579,9,-9.722,1,0.0385,0.179,1.25e-05,0.264,0.755,125.206,4
0.464,0.791,4,-8.373,0,0.0811,0.605,0.0,0.685,0.902,159.423,4
0.585,0.725,0,-7.337,1,0.0339,0.0424,0.0,0.209,0.711,123.77,4
0.549,0.268,8,-12.985,1,0.0398,0.675,0.0,0.262,0.578,124.322,4
0.471,0.229,0,-13.528,0,0.0333,0.756,0.0,0.23,0.637,128.079,4
0.312,0.517,0,-11.145,1,0.088,0.7,6.72e-06,0.277,0.916,203.575,4
0.404,0.193,11,-12.501,1,0.0305,0.794,0.000296,0.103,0.273,77.026,4
0.65,0.246,6,-16.171,1,0.0263,0.846,5.07e-06,0.186,0.539,91.04,4
0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,3
0.473,0.434,2,-10.02,1,0.0257,0.701,0.0,0.628,0.711,94.814,3
0.663,0.758,10,-10.07,0,0.0571,0.272,0.0,0.319,0.814,157.198,4
0.662,0.794,5,-6.942,1,0.152,0.206,0.0,0.149,0.841,168.106,3
0.691,0.677,0,-8.394,1,0.0497,0.588,0.0,0.103,0.973,103.348,4
0.383,0.839,0,-7.738,1,0.0555,0.652,0.0,0.672,0.964,151.435,4
0.668,0.655,5,-6.342,1,0.104,0.441,0.0,0.345,0.853,84.12,4
0.858,0.571,0,-6.448,1,0.0547,0.542,4.19e-06,0.106,0.986,121.524,4
0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,0.976,120.789,4
0.67,0.272,11,-13.699,1,0.0704,0.717,0.0,0.178,0.613,117.996,4
0.69,0.289,0,-10.953,1,0.0438,0.724,0.0,0.283,0.889,150.164,4
0.469,0.6,2,-9.445,1,0.0783,0.321,0.0,0.0596,0.653,158.348,4
0.669,0.466,5,-8.933,1,0.0528,0.79,0.0,0.122,0.895,136.54,4
0.421,0.361,0,-9.917,1,0.0357,0.889,0.0,0.309,0.645,201.543,3
0.666,0.631,0,-5.932,1,0.0304,0.0049,0.486,0.258,0.643,112.593,4
0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,4
0.58,0.381,2,-13.455,0,0.0404,0.0505,0.0,0.126,0.384,129.214,4
0.814,0.388,4,-10.756,1,0.0312,0.241,5.6e-05,0.187,0.952,105.131,4
0.626,0.77,9,-5.919,0,0.038,0.537,0.0,0.0583,0.918,124.552,4
0.659,0.663,7,-6.353,1,0.0292,0.31,1.7e-06,0.0745,0.961,133.849,4
0.675,0.64,7,-8.742,1,0.0544,0.652,0.0,0.461,0.965,119.7,4
0.471,0.669,10,-9.135,0,0.0528,0.455,0.692,0.284,0.447,119.165,4
0.423,0.88,5,-7.223,1,0.0319,0.202,0.0291,0.299,0.96,155.968,4
0.445,0.854,7,-5.543,1,0.0322,0.00115,0.878,0.0592,0.965,150.138,4
0.595,0.451,9,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,133.671,4
0.475,0.705,0,-8.084,1,0.0358,0.857,0.383,0.152,0.838,125.695,4
0.304,0.657,0,-13.567,1,0.0824,0.787,0.954,0.113,0.102,120.338,4
0.681,0.527,7,-12.307,1,0.0356,0.327,0.0,0.0889,0.842,141.782,4
0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,4
0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,4
0.303,0.195,10,-15.049,1,0.0374,0.82,0.000147,0.081,0.199,130.112,4
0.507,0.454,9,-9.06,1,0.162,0.631,0.0,0.22,0.634,93.791,4
0.137,0.29,5,-13.03,1,0.0319,0.642,0.00102,0.275,0.289,174.034,3
0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,4
0.466,0.676,6,-9.378,0,0.112,0.248,3.22e-06,0.103,0.845,88.688,4
0.643,0.787,0,-4.466,1,0.0392,0.568,0.0,0.0592,0.96,118.234,4
0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,4
0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,4
0.475,0.355,1,-13.282,1,0.0294,0.735,1.47e-05,0.0801,0.614,135.281,4
0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63,4
0.44,0.682,4,-7.416,1,0.0373,0.681,3.33e-05,0.207,0.626,135.917,4
0.607,0.22,9,-14.508,1,0.0264,0.855,0.0,0.222,0.572,94.804,4
0.657,0.512,1,-12.771,0,0.0378,0.73,0.0,0.191,0.875,122.102,4
0.523,0.573,8,-8.85,1,0.0372,0.376,9.31e-05,0.129,0.84,138.508,4
0.697,0.854,3,-3.647,1,0.0345,0.531,4.32e-05,0.0786,0.951,118.263,4
0.477,0.352,1,-14.165,1,0.03,0.406,0.0,0.122,0.478,106.773,4
0.762,0.368,7,-11.272,1,0.0386,0.722,0.0,0.104,0.776,111.455,4
0.399,0.679,6,-3.403,0,0.0329,0.518,0.0,0.625,0.614,63.993,4
0.322,0.36,1,-8.429,1,0.0273,0.893,2.92e-06,0.0918,0.378,97.63,3
0.413,0.435,7,-3.739,1,0.0284,0.782,0.0,0.342,0.36,109.111,3
0.149,0.367,3,-13.011,1,0.0347,0.799,0.0,0.0996,0.374,170.558,1
0.689,0.476,5,-14.293,1,0.0379,0.239,0.0,0.12,0.676,126.524,4
0.493,0.691,0,-8.996,1,0.0442,0.842,0.00387,0.0784,0.972,170.067,4
0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,4
0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,4
0.561,0.382,7,-11.276,1,0.0267,0.491,1.08e-06,0.156,0.758,96.447,4
0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.965,130.019,4
0.809,0.595,5,-7.641,1,0.0308,0.765,2.2e-06,0.0898,0.878,115.934,4
0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,4
0.477,0.391,5,-6.782,0,0.0261,0.753,0.0,0.118,0.519,91.321,4
0.34,0.371,0,-8.871,1,0.0348,0.576,1.64e-06,0.0896,0.62,139.039,4
0.503,0.388,10,-8.638,1,0.0281,0.815,0.000232,0.0818,0.368,104.183,4
0.214,0.451,10,-8.89,1,0.032,0.939,0.00114,0.222,0.462,169.856,3
0.17,0.387,11,-12.791,1,0.0436,0.781,0.0,0.243,0.246,187.468,4
0.703,0.724,7,-10.818,1,0.0467,0.73,0.0,0.518,0.963,131.821,4
0.315,0.789,0,-6.407,1,0.0564,0.481,9.71e-06,0.105,0.431,129.172,4
0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,4
0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,4
0.315,0.313,10,-9.339,1,0.0297,0.884,0.0,0.101,0.259,78.356,4
0.26,0.375,7,-10.782,0,0.0308,0.857,2.77e-05,0.102,0.57,144.219,4
0.386,0.473,2,-12.416,1,0.0345,0.729,0.0,0.271,0.498,110.322,4
0.622,0.24,5,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,4
0.657,0.339,5,-11.039,1,0.0553,0.941,0.0,0.0787,0.632,121.951,4
0.625,0.358,1,-13.199,1,0.0342,0.749,0.0,0.0593,0.871,135.797,4
0.589,0.451,0,-8.19,1,0.0315,0.822,1.25e-06,0.151,0.734,134.082,4
0.863,0.639,0,-6.613,1,0.111,0.398,0.00783,0.0805,0.741,107.942,4
0.601,0.698,4,-8.708,0,0.0313,0.103,0.0,0.0893,0.787,136.263,4
0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4
0.682,0.612,8,-7.004,0,0.0381,0.284,0.0,0.0783,0.845,127.647,4
0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726,4
0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,4
0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,4
0.63,0.625,4,-8.407,1,0.0375,0.6,1.52e-05,0.24,0.887,122.504,4
0.429,0.602,8,-9.957,1,0.0335,0.719,9.76e-05,0.324,0.632,157.103,4
0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,4
0.408,0.518,0,-10.842,1,0.0743,0.534,0.0,0.134,0.805,186.947,4
0.491,0.212,8,-10.478,1,0.0281,0.506,0.00134,0.0563,0.302,81.582,4
0.33,0.214,4,-17.699,0,0.0311,0.836,0.0701,0.178,0.275,147.795,4
0.487,0.326,4,-10.656,0,0.0342,0.802,0.00041,0.296,0.39,133.028,4
0.75,0.586,1,-8.985,1,0.0706,0.381,0.0,0.142,0.972,137.194,4
0.78,0.437,9,-10.277,1,0.0606,0.2,0.000174,0.0679,0.82,131.225,4
0.624,0.309,1,-12.897,1,0.0313,0.392,9.25e-06,0.585,0.776,154.617,4
0.656,0.66,2,-8.668,1,0.0395,0.275,4.21e-05,0.0601,0.819,125.156,4
0.775,0.804,8,-4.911,1,0.0311,0.193,1.17e-06,0.233,0.968,88.905,4
0.778,0.721,6,-11.604,1,0.119,0.103,7.6e-06,0.193,0.923,98.814,4
0.621,0.736,1,-8.639,0,0.0811,0.646,1.83e-06,0.12,0.86,126.222,4
0.763,0.432,0,-16.444,1,0.0337,0.123,1.02e-06,0.34,0.974,130.85,4
0.61,0.379,2,-9.381,1,0.0278,0.622,0.0,0.144,0.48,97.166,4
0.396,0.274,6,-13.348,0,0.0289,0.467,0.0,0.0722,0.668,106.798,4
0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,4
0.521,0.409,11,-8.027,0,0.0304,0.0735,0.00205,0.0705,0.554,88.728,4
0.747,0.612,7,-9.009,1,0.0377,0.171,3e-05,0.05,0.96,114.903,4
0.524,0.609,7,-13.03,0,0.401,0.607,0.0,0.126,0.948,80.232,4
0.488,0.398,5,-13.416,1,0.0919,0.71,8.7e-06,0.128,0.598,112.204,4
0.587,0.583,0,-9.022,0,0.0504,0.222,0.0,0.209,0.742,137.478,4
0.549,0.686,7,-10.313,1,0.136,0.291,0.0,0.201,0.926,172.601,4
0.532,0.699,7,-9.378,1,0.0535,0.599,2.1e-06,0.275,0.504,139.94,4
0.613,0.832,0,-10.599,1,0.0598,0.246,0.0,0.185,0.733,79.735,4
0.566,0.678,10,-9.674,1,0.0603,0.0275,0.0,0.205,0.45,128.952,4
0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,4
0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,3
0.628,0.42,9,-10.547,1,0.177,0.395,2.55e-06,0.104,0.337,165.304,4
0.551,0.722,5,-9.247,0,0.0529,0.571,0.000306,0.629,0.821,153.181,4
0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,4
0.623,0.605,0,-9.923,1,0.0306,0.352,0.0,0.101,0.804,106.163,3
0.49,0.343,11,-12.366,1,0.0271,0.627,9.05e-05,0.226,0.813,106.99,3
0.691,0.627,3,-10.245,1,0.0513,0.624,1.94e-06,0.67,0.954,121.147,4
0.464,0.647,9,-7.126,0,0.0335,0.594,4.49e-06,0.12,0.535,141.05,4
0.708,0.397,10,-9.777,0,0.0524,0.934,0.0016,0.527,0.781,110.265,4
0.593,0.533,11,-8.083,0,0.0508,0.893,1.56e-05,0.712,0.926,123.966,4
0.436,0.81,10,-8.443,1,0.0454,0.455,2.24e-06,0.331,0.759,147.14,4
0.377,0.615,0,-8.431,1,0.0309,0.812,0.000323,0.154,0.553,161.529,4
0.623,0.48,2,-13.215,1,0.0392,0.193,0.0,0.11,0.842,114.436,4
0.406,0.441,2,-11.318,1,0.0299,0.718,1.71e-06,0.196,0.42,109.099,3
0.552,0.636,3,-6.215,1,0.0338,0.304,2.32e-05,0.153,0.663,82.884,4
0.735,0.727,0,-7.527,1,0.0282,0.0746,5.8e-05,0.101,0.511,137.034,4
0.777,0.629,5,-10.47,1,0.0335,0.222,0.00142,0.0586,0.969,119.21,4
0.376,0.355,5,-7.862,1,0.0268,0.507,0.0,0.103,0.331,86.975,4
0.238,0.632,7,-6.93,1,0.0453,0.107,0.0,0.298,0.0664,147.279,4
0.275,0.888,8,-4.321,1,0.193,0.0331,0.0,0.29,0.379,178.7,3
0.455,0.486,1,-9.32,1,0.0475,0.534,0.0,0.0262,0.334,143.535,4
0.373,0.624,1,-5.886,1,0.0583,0.384,0.0,0.127,0.173,120.47,3
0.304,0.36,6,-9.11,0,0.0367,0.779,0.0,0.102,0.288,101.652,4
0.427,0.506,7,-7.84,1,0.0377,0.0356,0.0,0.155,0.0827,138.92,4
0.315,0.558,4,-7.458,1,0.0403,0.482,0.0,0.155,0.283,134.956,4
0.331,0.671,8,-7.562,1,0.11,0.357,0.0,0.122,0.467,109.903,4
0.428,0.614,4,-8.859,1,0.0422,0.333,0.000808,0.641,0.187,148.032,4
0.4,0.657,1,-7.99,1,0.14,0.374,0.0,0.0768,0.54,111.508,4
0.245,0.782,5,-6.226,1,0.305,0.208,0.0,0.296,0.464,168.136,4
0.671,0.907,5,-6.24,1,0.173,0.185,0.0,0.882,0.461,136.06,4
0.241,0.484,0,-6.893,1,0.0315,0.652,0.0,0.412,0.148,105.447,4
0.389,0.898,3,-5.644,1,0.184,0.0555,0.0,0.559,0.159,149.836,4
0.39,0.654,0,-3.613,1,0.291,0.0288,0.0,0.123,0.873,182.979,4
0.397,0.557,8,-7.484,1,0.0893,0.337,0.0,0.124,0.386,83.654,4
0.394,0.641,7,-7.373,1,0.0318,0.00863,0.0,0.086,0.371,157.588,4
0.315,0.676,1,-6.359,1,0.0655,0.0865,0.0,0.263,0.328,143.876,4
0.45,0.562,8,-7.881,1,0.0373,0.428,0.0,0.348,0.46,149.572,4
0.335,0.639,3,-6.598,1,0.0369,0.265,0.0,0.107,0.381,139.912,4
0.576,0.645,1,-8.65,1,0.077,0.0071,5.68e-06,0.252,0.485,110.049,4
0.53,0.541,5,-9.475,1,0.273,0.318,0.0,0.528,0.532,100.616,4
0.568,0.873,1,-6.99,1,0.244,0.468,0.0,0.331,0.827,184.254,4
0.504,0.78,1,-6.001,1,0.133,0.393,0.0,0.445,0.388,114.917,4
0.412,0.741,2,-4.068,1,0.044,0.101,0.0,0.525,0.212,113.759,4
0.557,0.746,8,-6.783,1,0.0306,0.0144,0.0,0.252,0.327,103.492,4
0.4,0.596,8,-6.377,1,0.0407,0.127,0.0,0.384,0.264,99.717,4
0.595,0.568,11,-8.058,1,0.0592,0.491,0.0,0.157,0.383,88.48,4
0.532,0.441,8,-8.429,1,0.0264,0.726,0.00116,0.136,0.162,90.009,4
0.611,0.924,2,-4.551,1,0.124,0.0938,0.0,0.684,0.369,125.056,4
0.406,0.648,10,-7.493,1,0.0401,0.0118,0.0,0.138,0.238,146.645,3
0.469,0.81,1,-3.194,1,0.0513,0.173,0.0,0.0921,0.37,86.998,4
0.46,0.661,1,-6.442,1,0.116,0.217,0.000233,0.061,0.586,143.897,4
0.544,0.937,8,-5.049,0,0.179,0.206,0.0,0.114,0.76,101.046,4
0.469,0.425,1,-8.861,1,0.0292,0.371,0.0,0.0695,0.19,93.017,4
0.602,0.771,1,-6.109,0,0.0556,0.484,0.0,0.373,0.255,127.99,4
0.536,0.395,6,-7.411,1,0.0304,0.207,1.9e-06,0.0725,0.23,115.927,4
0.317,0.31,1,-6.794,1,0.032,0.768,0.0,0.213,0.358,131.717,1
0.338,0.559,0,-7.053,1,0.118,0.252,0.0,0.38,0.276,168.489,4
0.335,0.568,8,-4.669,1,0.0948,0.583,0.0,0.13,0.376,161.56,4
0.376,0.9,1,-5.057,0,0.0927,0.0231,0.0,0.363,0.162,145.944,4
0.636,0.931,1,-2.513,1,0.0883,0.168,0.0,0.964,0.48,96.992,4
0.628,0.912,11,-6.746,1,0.0542,0.0503,0.0,0.356,0.84,108.965,4
0.565,0.979,1,-2.569,1,0.342,0.0951,0.0,0.777,0.227,141.036,4
0.632,0.717,0,-8.307,1,0.039,0.138,0.00149,0.0685,0.77,153.942,4
0.647,0.789,1,-6.682,1,0.0932,0.015,1.04e-06,0.311,0.666,76.02,4
0.604,0.801,11,-4.164,1,0.224,0.148,0.0,0.907,0.537,117.963,4
0.507,0.571,5,-4.96,0,0.0328,0.161,0.0,0.142,0.323,88.749,4
0.225,0.395,8,-8.825,1,0.0468,0.409,1.24e-05,0.449,0.227,148.407,4
0.535,0.728,10,-5.114,1,0.0441,0.0129,0.0,0.403,0.17,123.838,4
0.486,0.631,1,-6.473,1,0.0551,0.231,0.0,0.68,0.426,154.849,3
0.581,0.789,9,-4.794,1,0.107,0.0719,0.0,0.111,0.493,76.017,4
0.404,0.94,0,-3.261,1,0.235,0.00922,0.0,0.121,0.398,159.951,4
0.335,0.345,1,-9.857,1,0.029,0.511,0.0,0.522,0.168,80.552,4
0.496,0.28,3,-11.162,1,0.0434,0.511,0.0,0.098,0.297,83.97,3
0.241,0.445,8,-10.443,1,0.0386,0.694,0.0,0.0842,0.205,78.448,4
0.339,0.273,5,-9.945,0,0.0309,0.729,0.0,0.152,0.304,96.804,3
0.607,0.789,3,-5.389,0,0.166,0.0368,3.51e-06,0.0582,0.694,159.847,4
0.488,0.389,7,-10.715,0,0.0672,0.322,0.0,0.299,0.353,108.314,4
0.302,0.57,1,-6.174,1,0.0414,0.347,1.68e-05,0.139,0.19,125.974,4
0.454,0.381,5,-9.132,0,0.0341,0.685,1.39e-05,0.0988,0.163,109.743,4
0.354,0.534,5,-7.253,1,0.0598,0.417,0.0,0.613,0.2,75.071,4
0.284,0.497,10,-8.105,1,0.0831,0.104,0.0,0.0641,0.221,175.549,4
0.241,0.619,7,-7.304,0,0.0435,0.0705,0.0,0.104,0.25,117.794,4
0.509,0.683,11,-6.422,1,0.0419,0.0855,1.6e-06,0.116,0.27,76.907,4
0.395,0.465,8,-8.636,1,0.0391,0.48,0.0,0.211,0.255,116.018,4
0.291,0.645,4,-6.245,1,0.0688,0.0524,0.0,0.426,0.246,82.887,4
0.432,0.844,0,-4.243,0,0.0687,0.434,0.0,0.309,0.292,114.913,4
0.445,0.438,2,-6.112,1,0.0307,0.795,0.0,0.126,0.142,112.112,4
0.745,0.753,1,-2.408,1,0.164,0.223,0.0,0.705,0.589,144.057,4
0.407,0.613,10,-8.616,1,0.195,0.344,0.0,0.458,0.228,102.519,4
0.355,0.536,1,-7.202,1,0.0461,0.298,0.0,0.145,0.265,147.878,4
0.358,0.585,0,-6.928,1,0.0404,0.239,0.0,0.301,0.169,97.867,4
0.324,0.469,8,-11.468,1,0.0804,0.0323,0.0,0.101,0.158,107.095,4
0.325,0.974,8,-5.035,1,0.127,0.00445,1.55e-06,0.617,0.662,186.632,4
0.467,0.963,11,-2.892,0,0.406,0.0496,0.062,0.682,0.382,204.275,4
0.317,0.559,5,-5.905,1,0.0339,0.364,3.92e-06,0.0992,0.278,83.486,4
0.718,0.77,1,-5.077,1,0.0344,0.0217,1.46e-05,0.36,0.785,93.072,4
0.541,0.675,1,-5.74,1,0.066,0.1,0.0,0.977,0.355,125.776,3
0.428,0.684,5,-5.773,0,0.063,0.478,0.0,0.403,0.331,108.836,4
0.4,0.592,10,-7.602,0,0.0333,0.0994,0.0,0.967,0.64,181.972,3
0.202,0.508,3,-10.515,0,0.047,0.165,2.46e-06,0.711,0.12,98.848,4
0.626,0.939,1,-2.769,1,0.206,0.127,0.0,0.975,0.739,99.998,4
0.762,0.955,5,-4.877,0,0.0881,0.119,5.11e-06,0.934,0.761,110.877,4
0.511,0.379,8,-10.184,1,0.0262,0.37,0.0,0.148,0.192,95.076,4
0.799,0.954,1,-4.724,1,0.139,0.0281,6.82e-05,0.0316,0.764,103.012,4
0.573,0.898,0,-3.583,1,0.133,0.0427,0.0,0.15,0.539,125.745,4
0.434,0.79,1,-4.048,1,0.0851,0.165,0.0,0.251,0.326,137.848,3
0.457,0.555,2,-7.316,1,0.0778,0.269,0.0,0.287,0.223,117.83,4
0.502,0.759,5,-4.065,0,0.126,0.311,0.0,0.985,0.382,102.302,4
0.324,0.834,8,-4.923,1,0.121,0.405,0.0,0.739,0.355,97.807,4
0.702,0.809,5,-4.654,0,0.0515,0.0552,0.0,0.211,0.743,97.055,4
0.804,0.649,1,-4.429,1,0.0857,0.0859,0.0,0.112,0.906,91.067,4
0.553,0.61,10,-7.083,1,0.0542,0.635,2.26e-05,0.267,0.313,89.054,4
0.358,0.53,8,-6.85,1,0.0538,0.476,0.0,0.354,0.301,121.52,4
0.507,0.631,0,-4.734,1,0.0438,0.205,0.0,0.154,0.305,118.1,4
0.488,0.585,8,-7.544,1,0.04,0.0107,0.0,0.15,0.185,73.012,4
0.372,0.779,1,-5.485,1,0.0617,0.0768,0.0,0.487,0.464,104.739,4
0.526,0.446,5,-10.921,1,0.0643,0.662,0.0,0.143,0.345,112.321,4
0.576,0.594,8,-7.883,1,0.0706,0.366,0.0,0.25,0.41,122.095,4
0.29,0.91,8,-2.851,1,0.085,0.0594,0.0,0.458,0.512,144.838,3
0.26,0.484,7,-6.121,1,0.0399,0.526,0.0,0.103,0.143,197.685,3
0.397,0.815,10,-4.999,1,0.137,0.136,2.34e-05,0.968,0.247,132.524,3
0.381,0.668,0,-5.731,1,0.118,0.483,0.0,0.294,0.338,87.508,4
0.251,0.645,7,-7.026,0,0.0458,0.135,4.46e-06,0.108,0.224,148.721,4
0.539,0.891,10,-4.247,1,0.0969,0.0894,0.0,0.867,0.736,90.068,4
0.382,0.417,8,-9.844,1,0.0373,0.498,0.0,0.0789,0.387,103.816,3
0.376,0.338,8,-8.668,1,0.0357,0.821,0.0,0.119,0.352,125.277,5
0.397,0.557,8,-7.484,1,0.0893,0.337,0.0,0.124,0.386,83.654,4
0.568,0.588,1,-8.191,1,0.035,0.464,0.0,0.043,0.418,102.899,4
0.529,0.483,0,-5.745,1,0.0308,0.396,0.0,0.171,0.205,113.002,4
0.463,0.882,1,-5.356,1,0.0987,0.225,0.0,0.991,0.648,173.917,4
0.557,0.96,1,-3.825,1,0.237,0.0799,0.0,0.973,0.568,141.468,4
0.263,0.433,5,-8.895,1,0.0474,0.481,0.0,0.156,0.189,74.245,4
0.454,0.528,8,-10.846,1,0.0422,0.293,0.0,0.0828,0.351,94.806,4
0.187,0.583,1,-7.716,1,0.0595,0.512,0.0,0.769,0.23,144.635,4
0.651,0.907,1,-5.141,1,0.0707,0.0525,4.73e-06,0.386,0.314,143.028,4
0.372,0.524,8,-8.062,1,0.0378,0.0283,0.0,0.756,0.0865,72.959,4
0.505,0.68,11,-6.185,1,0.0392,0.067,0.0,0.128,0.15,140.027,4
0.485,0.416,6,-6.776,1,0.0299,0.707,1.21e-06,0.0587,0.469,114.691,4
0.66,0.946,1,-5.013,0,0.0894,0.0818,0.0,0.0767,0.745,94.784,4
0.607,0.878,8,-5.847,1,0.0951,0.106,0.0,0.494,0.723,84.031,4
0.577,0.744,1,-7.858,1,0.0868,0.056,0.0,0.769,0.715,102.892,4
0.334,0.483,1,-8.109,1,0.0844,0.338,1.85e-06,0.152,0.147,147.92,4
0.34,0.701,6,-4.486,1,0.0439,0.00947,2.07e-06,0.1,0.148,75.257,4
0.588,0.961,5,-4.595,1,0.11,0.0349,2.11e-06,0.865,0.677,167.877,4
0.632,0.269,1,-9.839,1,0.0306,0.751,0.0,0.113,0.247,105.049,4
0.352,0.258,5,-12.774,0,0.0289,0.055,0.0,0.74,0.108,96.639,4
0.454,0.802,1,-5.505,1,0.15,0.186,0.0,0.7,0.838,166.48,4
0.404,0.722,10,-4.974,1,0.0537,0.547,0.0,0.203,0.416,81.859,4
0.656,0.926,9,-4.325,1,0.0671,0.0334,0.0,0.0764,0.408,111.943,4
0.271,0.776,11,-5.892,1,0.117,0.0183,3.12e-06,0.136,0.214,164.838,3
0.684,0.704,8,-10.638,1,0.238,0.0476,0.0,0.322,0.738,110.055,4
0.659,0.695,5,-6.428,1,0.171,0.678,0.0,0.064,0.757,113.971,4
0.522,0.881,0,-5.905,1,0.0868,0.343,0.0,0.0779,0.646,121.887,4
0.352,0.734,1,-5.557,1,0.0475,0.56,0.0,0.371,0.386,117.365,4
0.315,0.946,6,-6.617,1,0.196,0.297,0.0,0.511,0.359,130.986,5
0.586,0.814,1,-8.014,1,0.0451,0.0307,0.000488,0.985,0.508,150.061,4
0.312,0.422,3,-14.228,1,0.0359,0.0422,0.0,0.147,0.354,83.414,4
0.581,0.826,10,-6.674,0,0.0926,0.344,0.0,0.822,0.532,85.03,4
0.542,0.602,5,-5.86,1,0.241,0.321,0.0,0.0702,0.766,69.808,4
0.406,0.555,5,-8.042,1,0.0321,0.084,0.0,0.411,0.163,101.819,4
0.29,0.835,0,-7.134,1,0.263,0.028,0.0,0.976,0.473,172.584,4
0.333,0.482,11,-5.471,1,0.0564,0.106,0.0,0.0898,0.24,70.201,5
0.459,0.53,11,-4.392,1,0.0373,0.126,0.0,0.112,0.341,96.481,4
0.37,0.759,11,-5.862,1,0.0596,0.136,0.0,0.0853,0.12,92.984,4
0.339,0.939,5,-3.481,1,0.173,0.673,0.0,0.634,0.474,162.133,4
0.591,0.397,5,-11.571,1,0.051,0.695,8.79e-06,0.121,0.548,164.025,4
0.36,0.933,1,-4.689,0,0.178,0.00999,4.7e-06,0.667,0.314,144.107,4
0.416,0.462,9,-7.871,1,0.0381,0.0293,0.0,0.112,0.145,132.155,4
0.669,0.9,8,-4.438,1,0.134,0.0354,0.0,0.31,0.587,111.928,4
0.357,0.506,11,-7.889,1,0.046,0.512,1.78e-06,0.431,0.408,107.74,4
0.305,0.633,7,-5.895,1,0.0376,0.0855,0.0,0.0869,0.243,90.762,4
0.456,0.721,8,-6.898,1,0.0883,0.238,0.00012,0.286,0.462,140.108,4
0.672,0.781,10,-4.949,1,0.0396,0.0958,0.0,0.963,0.701,129.993,4
0.247,0.524,6,-6.44,1,0.0342,0.023,0.0,0.125,0.224,150.438,4
0.401,0.558,1,-7.257,1,0.0412,0.276,0.0,0.101,0.196,142.4,4
0.289,0.585,2,-5.822,0,0.0371,0.165,0.0,0.0875,0.196,154.701,4
0.601,0.785,10,-4.283,1,0.103,0.184,0.0,0.234,0.611,103.761,4
0.537,0.582,10,-6.923,1,0.0515,0.179,0.0,0.366,0.346,100.044,4
0.469,0.511,5,-7.495,1,0.056,0.652,0.0,0.936,0.399,108.614,4
0.424,0.737,9,-7.992,1,0.15,0.126,0.0,0.365,0.793,205.611,4
0.616,0.835,10,-7.516,0,0.29,0.351,2.49e-05,0.118,0.654,166.553,3
0.663,0.934,1,-8.491,1,0.105,0.0189,0.0,0.783,0.314,107.089,4
0.338,0.968,6,-5.599,1,0.227,0.00494,0.0,0.396,0.529,203.792,4
0.347,0.728,10,-7.12,1,0.485,0.234,0.0,0.0976,0.253,206.071,4
0.533,0.717,8,-2.691,1,0.056,0.689,1.34e-06,0.279,0.457,139.629,3
0.667,0.953,7,-4.951,1,0.116,0.0312,1.63e-05,0.967,0.387,106.002,4
0.251,0.568,8,-8.476,1,0.0527,0.0531,0.0,0.802,0.25,73.005,4
0.831,0.917,0,-5.238,1,0.0781,0.0427,0.000178,0.0663,0.677,105.793,4
0.317,0.791,2,-6.261,0,0.122,0.791,5.99e-05,0.973,0.165,105.994,4
0.506,0.643,6,-5.665,1,0.0321,0.149,0.0,0.36,0.302,117.462,3
